,filename,width,height,class,xmin,ymin,xmax,ymax
909,291_10-framed44116.jpg,1280,720,ball,704,85,738,126
1888,166_frame2252.jpg,640,360,ball,298,207,316,224
844,292_17-framed21490.jpg,1280,720,ball,315,194,352,230
649,291_11-framed5001.jpg,1280,720,ball,382,464,482,547
1971,IMG_20181003_153059718_BURST003.jpg,3264,1836,ball,1635,573,2374,1286
4376,156_sequences_jasper_kicking_euro_ball_00868.jpg,800,600,ball,316,285,458,429
3205,293_40-framed2154-1.jpg,640,360,ball,252,120,290,166
2635,197_1525455279.4962614frame04990.jpg,640,360,ball,339,124,402,215
1006,291_10-framed12250.jpg,1280,720,ball,323,89,346,120
3573,295_66-framed12895.jpg,1280,720,ball,765,222,791,252
98,294_51-framed6183-1.jpg,1280,598,ball,647,333,718,403
1890,166_frame2218.jpg,640,360,ball,288,189,306,206
3090,295_72-framed1591.jpg,1280,720,ball,211,498,294,589
3675,36_euro_ball_game_1_m_00606.jpg,800,600,ball,501,211,569,276
3213,293_40-framed1597-4.jpg,640,360,ball,246,198,276,220
1999,IMG_20181003_153009067_BURST001.jpg,3264,1836,ball,1302,1168,2015,1838
4122,251_11_06_2018__16_05_08_1857_lower.jpg,320,240,ball,158,44,227,112
715,292_23-framed15590-1.jpg,1280,598,ball,815,423,915,500
110,294_51-framed31530-1.jpg,1280,598,ball,734,413,844,529
4505,13_leipzig_robocup16_001.484.jpg,800,600,ball,429,316,474,364
1428,260_montreal-game01_ai_000140.jpg,800,600,ball,58,287,88,316
3678,36_euro_ball_game_1_m_00562.jpg,800,600,ball,357,305,423,372
1106,81_test_nagoya_game_c_00133.jpg,800,600,ball,361,343,447,430
698,292_24-framed11281-1.jpg,1280,598,ball,913,262,972,315
1944,14_leipzig_robocup16_001.786.jpg,800,600,ball,386,347,455,417
4364,156_sequences_jasper_kicking_euro_ball_01013.jpg,800,600,ball,209,355,268,413
2758,34_leipzig_robocup16_000.458.jpg,800,600,ball,401,336,448,388
3829,36_euro_ball_game_1_g_00380.jpg,800,600,ball,529,181,572,225
569,291_3-framed8824.jpg,1280,720,ball,750,478,862,549
3987,258_cframe0332.jpg,640,360,ball,81,95,148,157
1558,260_montreal-game01_ac_000226.jpg,800,600,ball,212,81,239,107
3590,295_65-framed2177-1.jpg,1280,626,ball,290,369,326,401
851,292_17-framed16658.jpg,1280,720,ball,533,252,576,301
846,292_17-framed20684.jpg,1280,720,ball,541,258,578,298
2677,197_1525455186.5162768frame04243.jpg,640,360,ball,196,110,273,187
3617,293_31-framed20271.jpg,1280,720,ball,552,543,634,630
1996,IMG_20181003_153009067_BURST004.jpg,3264,1836,ball,1661,916,2476,1678
1253,33_leipzig_robocup16_011.990.jpg,800,600,ball,510,153,547,187
206,292_26-framed2709.jpg,960,720,ball,128,440,165,481
816,292_18-framed17780.jpg,1280,720,ball,232,381,289,427
1206,6_jun16_seq_pos_000.769.jpg,800,600,ball,371,240,406,281
183,292_28-framed1607.jpg,1280,720,ball,924,287,947,304
1773,166_frame5312.jpg,640,360,ball,324,275,342,291
1224,6_jun16_seq_pos_000.353.jpg,800,600,ball,310,341,387,415
1339,260_montreal-game01_al_000129.jpg,800,600,ball,586,104,599,117
2099,IMG_20181001_165458537_BURST005.jpg,3264,1836,ball,1737,949,1913,1093
3865,36_euro_ball_game_1_d_00422.jpg,800,600,ball,501,252,530,281
4196,15_leipzig_robocup16_003.020.jpg,800,600,ball,684,364,729,406
4375,156_sequences_jasper_kicking_euro_ball_00909.jpg,800,600,ball,462,261,544,341
1324,260_montreal-game01_am_000132.jpg,800,600,ball,257,428,299,467
348,294_58-framed769.jpg,1280,720,ball,507,224,551,283
2180,IMG_20181001_165213168_BURST001.jpg,3264,1836,ball,1099,359,2353,1629
3790,36_euro_ball_game_1_h_00472.jpg,800,600,ball,688,318,730,360
195,292_27-framed2408.jpg,1280,720,ball,689,452,763,524
3857,36_euro_ball_game_1_f_00015.jpg,800,600,ball,105,231,139,253
50,294_60-framed24560-1.jpg,1280,612,ball,128,324,197,389
3669,36_euro_ball_game_1_m_00635.jpg,800,600,ball,441,197,508,262
3878,36_euro_ball_game_1_d_00234.jpg,800,600,ball,405,150,441,186
3460,293_32-framed14658.jpg,1280,720,ball,992,135,1011,154
1529,260_montreal-game01_ae_000195.jpg,800,600,ball,538,295,581,338
18,294_64-framed1277-1.jpg,1280,612,ball,894,316,950,375
4377,156_sequences_jasper_kicking_euro_ball_00797.jpg,800,600,ball,272,292,396,421
4491,149_21_02_2018__17_02_52_0190_upper.jpg,640,480,ball,415,178,436,199
4138,21_aufnahme22_FullPic.jpg,640,360,ball,170,90,216,136
4485,151_21_02_2018__17_23_31_0037_upper.jpg,640,480,ball,629,90,640,100
2832,197_1525454928.2433798frame02200.jpg,640,360,ball,334,213,367,266
667,292_24-framed6857-1.jpg,1280,598,ball,573,359,657,450
4287,36_euro_ball_game_1_b_00230.jpg,800,600,ball,202,229,262,291
2972,196_output_00097.jpg,1920,1080,ball,562,147,700,276
3234,293_38-framed2433-1.jpg,960,396,ball,436,210,471,240
3849,36_euro_ball_game_1_f_00130.jpg,800,600,ball,375,285,404,314
1456,260_montreal-game01_ag_000091.jpg,800,600,ball,598,229,617,248
4275,36_euro_ball_game_1_b_00337.jpg,800,600,ball,547,411,615,474
4474,151_21_02_2018__17_23_31_0154_upper.jpg,640,480,ball,629,90,640,100
3982,258_cframe0370.jpg,640,360,ball,381,78,596,284
3932,32_leipzig_robocup16_010.235.jpg,800,600,ball,118,74,182,144
1945,134_16_02_2018__11_34_10_0632_upper.jpg,640,480,ball,286,130,327,165
3509,295_67-framed654.jpg,1280,720,ball,358,269,442,350
3653,36_euro_ball_game_1_m_00881.jpg,800,600,ball,301,201,361,261
1094,81_test_nagoya_game_c_00224.jpg,800,600,ball,161,121,253,213
424,294_55-framed7436-1.jpg,960,720,ball,388,501,419,540
4295,36_euro_ball_game_1_b_00119.jpg,800,600,ball,514,87,569,147
3822,36_euro_ball_game_1_g_00614.jpg,800,600,ball,539,147,581,192
2891,196_output_01255.jpg,1920,1080,ball,695,507,1031,848
535,291_4-framed8432-1.jpg,1280,598,ball,970,305,1090,407
1384,260_montreal-game01_ak_000131.jpg,800,600,ball,143,272,178,307
548,291_4-framed17001-1.jpg,1280,598,ball,561,16,638,102
3566,295_66-framed14900.jpg,1280,720,ball,1143,256,1170,292
3078,295_73-framed5310-1.jpg,1280,612,ball,1023,506,1055,565
1295,260_montreal-game01_an_000073.jpg,800,600,ball,368,358,424,411
3780,36_euro_ball_game_1_j_00030.jpg,800,600,ball,95,105,144,156
19,294_63-framed527.jpg,1280,720,ball,825,444,896,498
4168,15_leipzig_robocup16_003.525.jpg,800,600,ball,223,244,384,396
790,292_18-framed7827.jpg,1280,720,ball,1149,391,1199,456
2558,197_1525455561.097321frame07275.jpg,640,360,ball,158,116,225,174
2922,196_output_00847.jpg,1920,1080,ball,1327,323,1496,492
580,291_3-framed5126.jpg,1280,720,ball,1076,138,1234,372
478,291_7-framed5592.jpg,1280,720,ball,763,374,801,419
3910,35_euro_ball_01_f_00351.jpg,800,600,ball,304,199,353,248
2478,197_1525455788.7352695frame09088.jpg,640,360,ball,396,120,411,136
1705,260_montreal-game01_aa_000221.jpg,800,600,ball,424,153,442,169
706,292_23-framed8682-1.jpg,1280,598,ball,460,319,506,378
3303,293_34-framed3586.jpg,1920,1080,ball,786,433,868,527
703,292_24-framed1005-1.jpg,1280,598,ball,727,159,778,214
41,294_60-framed7066-1.jpg,1280,612,ball,477,260,548,327
707,292_23-framed7057-1.jpg,1280,598,ball,726,348,801,460
1191,6_leipzig_robocup16_000.059.jpg,800,600,ball,413,233,475,302
4109,36_euro_ball_game_1_n_00166.jpg,800,600,ball,730,344,767,376
2444,197_1525455892.0198109frame09937.jpg,640,360,ball,92,163,135,206
2976,196_output_00042.jpg,1920,1080,ball,502,307,697,483
1862,166_frame2676.jpg,640,360,ball,271,149,290,168
2451,197_1525455883.9322538frame09870.jpg,640,360,ball,51,204,118,243
4469,151_21_02_2018__17_23_31_0301_upper.jpg,640,480,ball,629,90,640,100
3761,36_euro_ball_game_1_k_00166.jpg,800,600,ball,515,373,554,413
702,292_24-framed10139-1.jpg,1280,598,ball,653,233,734,313
4044,258_aframe0099.jpg,640,360,ball,273,94,406,226
2571,197_1525455508.4205365frame06865.jpg,640,360,ball,348,173,462,287
2041,IMG_20181003_152400696_BURST010.jpg,3264,1836,ball,997,1227,1897,1838
3880,36_euro_ball_game_1_b_00027.jpg,800,600,ball,367,202,423,262
915,291_10-framed41696.jpg,1280,720,ball,610,254,665,307
391,294_57-framed1557.jpg,1280,720,ball,461,356,538,427
66,294_52-framed552-1.jpg,1280,626,ball,622,266,657,294
415,294_56-framed1004.jpg,1280,720,ball,670,467,737,527
3418,293_32-framed2567.jpg,1280,720,ball,1137,142,1165,167
757,292_20-framed292.jpg,1280,720,ball,798,358,848,400
1395,260_montreal-game01_ak_000020.jpg,800,600,ball,214,149,227,163
4097,36_euro_ball_game_1_n_00337.jpg,800,600,ball,162,109,201,145
1157,81_test_nagoya_game_a_00406.jpg,800,600,ball,513,237,549,273
112,294_51-framed27506-1.jpg,1280,598,ball,691,333,809,447
2153,IMG_20181001_165259792_BURST000_COVER.jpg,3264,1836,ball,1292,600,2090,1393
1063,96_26_01_2018__13_46_49_0598_upper.jpg,640,480,ball,111,191,127,204
240,292_15-framed3862.jpg,1280,720,ball,595,388,686,486
2985,12_leipzig_robocup16_000.388.jpg,800,600,ball,336,475,438,583
4254,36_euro_ball_game_1_d_00096.jpg,800,600,ball,368,372,401,405
4476,151_21_02_2018__17_23_31_0120_upper.jpg,640,480,ball,629,90,640,100
2408,5_jan16_seq__000.564.jpg,800,600,ball,176,69,239,136
3286,293_34-framed9887.jpg,1920,1080,ball,882,504,1010,626
1991,IMG_20181003_153009067_BURST009.jpg,3264,1836,ball,1367,370,2192,1222
191,292_27-framed4103.jpg,1280,720,ball,639,471,727,560
69,294_52-framed31122-1.jpg,1280,626,ball,820,446,850,488
3299,293_34-framed5591.jpg,1920,1080,ball,1386,65,1417,100
3391,293_32-framed6194.jpg,1280,720,ball,372,207,398,233
17,294_64-framed1418-1.jpg,1280,612,ball,890,345,950,400
1581,260_montreal-game01_ac_000098.jpg,800,600,ball,269,504,296,530
2778,197_1525455101.0569363frame03572.jpg,640,360,ball,364,124,451,209
3161,293_43-framed2440.jpg,1280,720,ball,645,259,709,344
465,294_54-framed2256-1.jpg,1280,576,ball,641,260,710,334
2411,5_jan16_seq__000.538.jpg,800,600,ball,142,65,194,119
3311,293_34-framed16475.jpg,1920,1080,ball,811,569,897,655
360,294_58-framed3084.jpg,1280,720,ball,119,274,163,316
746,292_21-framed3873.jpg,1280,720,ball,126,333,195,408
3349,293_33-framed3836-1.jpg,1280,634,ball,746,279,780,311
1968,IMG_20181003_153059718_BURST006.jpg,3264,1836,ball,1549,0,2530,386
1547,260_montreal-game01_ad_000131.jpg,800,600,ball,128,357,155,384
3404,293_32-framed4179.jpg,1280,720,ball,1066,118,1089,140
3108,295_69-framed4730.jpg,1280,720,ball,664,174,719,227
3148,293_44-framed1836.jpg,1280,720,ball,369,467,407,501
3952,30_leipzig_robocup16_007.965.jpg,800,600,ball,692,77,783,165
1434,260_montreal-game01_ai_000129.jpg,800,600,ball,24,343,56,370
725,292_22-framed3326.jpg,1280,720,ball,657,449,744,539
2754,34_leipzig_robocup16_000.724.jpg,800,600,ball,450,348,500,395
1230,6_jun16_seq_pos_000.221.jpg,800,600,ball,734,282,773,323
3403,293_32-framed4985.jpg,1280,720,ball,372,233,404,262
2924,196_output_00829.jpg,1920,1080,ball,886,237,1055,403
1255,33_leipzig_robocup16_011.943.jpg,800,600,ball,378,252,442,323
2314,IMG_20181001_164903545.jpg,4096,2304,ball,1049,720,2206,1856
2232,IMG_20181003_152540513_BURST008.jpg,3264,1836,ball,734,450,1377,1093
4062,36_euro_ball_game_1_n_00812.jpg,800,600,ball,264,141,300,177
27,294_63-framed1338.jpg,1280,720,ball,613,452,695,536
1385,260_montreal-game01_ak_000100.jpg,800,600,ball,305,193,321,209
530,291_4-framed9146-1.jpg,1280,598,ball,525,250,616,342
1189,6_leipzig_robocup16_000.094.jpg,800,600,ball,594,37,707,143
2620,197_1525455306.4088976frame05221.jpg,640,360,ball,495,156,582,237
874,292_15-framed4605.jpg,1280,720,ball,537,354,637,456
1099,81_test_nagoya_game_c_00187.jpg,800,600,ball,60,365,155,456
716,292_23-framed12339-1.jpg,1280,598,ball,537,307,600,394
3862,36_euro_ball_game_1_d_00467.jpg,800,600,ball,458,266,485,293
2489,197_1525455775.2760003frame08981.jpg,640,360,ball,229,66,248,83
442,294_55-framed15582-1.jpg,960,720,ball,421,438,460,479
1956,IMG_20181003_153059718_BURST020.jpg,3264,1836,ball,1142,0,2037,273
673,292_24-framed3717-1.jpg,1280,598,ball,793,80,835,125
3412,293_32-framed3373.jpg,1280,720,ball,1053,116,1080,140
371,294_58-framed1616.jpg,1280,720,ball,502,230,548,278
3473,295_69-framed3699.jpg,1280,720,ball,630,247,715,328
3503,295_67-framed822.jpg,1280,720,ball,365,344,442,415
2264,IMG_20181003_152452898.jpg,3264,1836,ball,1345,724,1769,1099
902,291_10-framed47746.jpg,1280,720,ball,960,209,998,258
3642,293_30-framed205.jpg,1280,720,ball,803,438,858,486
3035,295_75-framed16007.jpg,1280,720,ball,590,98,657,197
455,294_55-framed11437-1.jpg,960,720,ball,436,465,474,502
3252,293_37-framed1293.jpg,445,629,ball,157,204,210,252
1419,98_26_01_2018__18_57_30_0557_upper.jpg,640,480,ball,405,200,431,226
3397,293_32-framed5388.jpg,1280,720,ball,1080,133,1101,157
3096,295_72-framed1025.jpg,1280,720,ball,984,486,1067,567
3189,293_40-framed928-3.jpg,640,360,ball,323,210,353,235
4076,36_euro_ball_game_1_n_00629.jpg,800,600,ball,170,165,208,204
2226,IMG_20181001_165001630.jpg,4096,2304,ball,1056,363,2287,1648
146,294_49-framed4308.jpg,1280,720,ball,870,309,952,397
967,291_10-framed25158.jpg,1280,720,ball,258,92,291,116
3416,293_32-framed2970.jpg,1280,720,ball,345,144,374,169
3337,293_33-framed7977-1.jpg,1280,634,ball,687,182,712,201
4508,13_leipzig_robocup16_001.316.jpg,800,600,ball,390,449,446,506
1469,260_montreal-game01_af_000277.jpg,800,600,ball,304,117,322,135
499,291_6-framed541.jpg,1280,720,ball,417,336,525,451
2788,197_1525455070.3419845frame03336.jpg,640,360,ball,151,225,195,271
2152,IMG_20181001_165259792_BURST001.jpg,3264,1836,ball,1201,665,2106,1469
2059,IMG_20181003_152336183_BURST012.jpg,3264,1836,ball,1297,852,1629,1190
1348,260_montreal-game01_al_000045.jpg,800,600,ball,110,405,167,463
3537,295_66-framed7166.jpg,1280,720,ball,707,241,729,263
1474,260_montreal-game01_af_000243.jpg,800,600,ball,412,381,448,418
2641,197_1525455269.036031frame04900.jpg,640,360,ball,329,102,386,172
544,291_4-framed3290-1.jpg,1280,598,ball,559,415,636,492
2862,197_1525454889.8001478frame01888.jpg,640,360,ball,171,181,211,217
2490,197_1525455774.0273862frame08972.jpg,640,360,ball,270,63,288,79
609,291_3-framed13659.jpg,1280,720,ball,447,329,537,423
759,292_20-framed2448.jpg,1280,720,ball,798,371,864,442
1546,260_montreal-game01_ad_000147.jpg,800,600,ball,210,383,237,408
823,292_18-framed1429.jpg,1280,720,ball,1143,437,1214,488
3765,36_euro_ball_game_1_k_00127.jpg,800,600,ball,406,303,444,339
1218,6_jun16_seq_pos_000.540.jpg,800,600,ball,582,222,614,255
1322,260_montreal-game01_am_000156.jpg,800,600,ball,63,356,109,401
4506,13_leipzig_robocup16_001.463.jpg,800,600,ball,421,255,464,298
1354,260_montreal-game01_ak_000365.jpg,800,600,ball,505,22,523,40
3059,295_75-framed1006.jpg,1280,720,ball,671,429,702,458
1267,262_montreal-game04_aa_000079.jpg,800,600,ball,290,486,322,518
743,292_21-framed5163.jpg,1280,720,ball,814,347,864,410
4529,100_26_01_2018__19_29_15_0481_upper.jpg,640,480,ball,302,210,353,268
1377,260_montreal-game01_ak_000146.jpg,800,600,ball,541,69,557,85
2937,196_output_00582.jpg,1920,1080,ball,791,235,1034,488
1617,260_montreal-game01_ab_000042.jpg,800,600,ball,514,335,547,370
2631,197_1525455286.7041843frame05052.jpg,640,360,ball,287,160,368,243
3804,36_euro_ball_game_1_h_00302.jpg,800,600,ball,65,174,112,214
1743,168_frame0266.jpg,640,360,ball,159,155,184,179
687,292_24-framed16419-1.jpg,1280,598,ball,605,205,668,266
4307,157_sequences_jasper_euro_ball_1_g_00061.jpg,800,600,ball,565,303,646,378
1252,33_leipzig_robocup16_012.011.jpg,800,600,ball,534,253,595,315
3434,293_32-framed18688.jpg,1280,720,ball,1032,123,1055,146
4415,156_sequences_jasper_kicking_euro_ball_00233.jpg,800,600,ball,91,309,150,365
3953,30_leipzig_robocup16_007.951.jpg,800,600,ball,628,158,727,252
1912,159_wolves_test_b_120.jpg,640,480,ball,515,64,549,98
4017,258_bframe0144.jpg,640,360,ball,235,211,398,359
951,291_10-framed31208.jpg,1280,720,ball,262,87,293,112
1670,262_montreal-game04_ab_000043.jpg,800,600,ball,610,418,640,448
4430,155_sequences_misc_ball_robot_1_a_00282.jpg,800,600,ball,137,221,192,276
856,292_17-framed11424.jpg,1280,720,ball,379,203,416,232
2762,31_leipzig_robocup16_009.610.jpg,800,600,ball,129,79,198,147
3045,295_75-framed13578.jpg,1280,720,ball,238,81,307,144
4090,36_euro_ball_game_1_n_00456.jpg,800,600,ball,573,354,609,389
2675,197_1525455187.064039frame04247.jpg,640,360,ball,196,110,273,187
3580,295_66-framed10746.jpg,1280,720,ball,1143,228,1172,256
2522,197_1525455691.2184129frame08319.jpg,640,360,ball,205,132,295,207
2884,196_output_01397.jpg,1920,1080,ball,1199,106,1346,246
3202,293_40-framed2321-1.jpg,640,360,ball,214,218,287,296
514,291_6-framed1159.jpg,1280,720,ball,580,305,630,350
3602,295_65-framed13123-1.jpg,1280,626,ball,946,390,976,422
3584,295_65-framed5015-1.jpg,1280,626,ball,529,448,565,480
1949,132_16_02_2018__11_27_15_0390_upper.jpg,640,480,ball,339,207,363,232
1536,260_montreal-game01_ae_000161.jpg,800,600,ball,369,178,388,196
3866,36_euro_ball_game_1_d_00415.jpg,800,600,ball,549,257,576,286
1900,159_wolves_test_c_041.jpg,640,360,ball,358,108,388,137
1505,260_montreal-game01_af_000128.jpg,800,600,ball,544,48,563,67
1,294_64-framed713-1.jpg,1280,612,ball,816,421,877,494
2299,IMG_20181001_164923238_BURST000_COVER.jpg,4096,2304,ball,1722,901,2220,1372
339,294_59-framed3690.jpg,1280,720,ball,839,408,936,500
837,292_17-framed27932.jpg,1280,720,ball,392,217,426,254
3047,295_75-framed13149.jpg,1280,720,ball,567,283,622,340
2138,IMG_20181001_165335644_BURST003.jpg,3264,1836,ball,1485,777,2155,1549
1701,260_montreal-game01_aa_000300.jpg,800,600,ball,399,155,433,185
2438,197_1525455916.371598frame10136.jpg,640,360,ball,434,87,458,110
1730,260_montreal-game01_aa_000100.jpg,800,600,ball,107,76,126,94
1553,260_montreal-game01_ad_000013.jpg,800,600,ball,134,207,161,233
2965,196_output_00224.jpg,1920,1080,ball,338,225,495,380
4468,151_21_02_2018__17_23_31_0310_upper.jpg,640,480,ball,629,90,640,100
3327,293_34-framed11033.jpg,1920,1080,ball,1158,487,1258,592
3036,295_75-framed16007.jpg,1280,720,ball,183,33,270,203
1457,260_montreal-game01_ag_000091.jpg,800,600,ball,535,428,580,473
2799,197_1525455029.3332109frame03014.jpg,640,360,ball,538,70,607,124
1327,260_montreal-game01_am_000056.jpg,800,600,ball,604,266,640,298
2051,IMG_20181003_152400696_BURST000_COVER.jpg,3264,1836,ball,1576,375,2267,1050
1899,159_wolves_test_c_049.jpg,640,360,ball,252,150,301,199
2520,197_1525455697.858356frame08369.jpg,640,360,ball,349,41,408,101
2216,IMG_20181001_165017062_BURST003.jpg,4096,2304,ball,1897,195,2515,794
2200,IMG_20181001_165032856_BURST004.jpg,4096,2304,ball,1190,518,1668,1083
2822,197_1525454949.171092frame02371.jpg,640,360,ball,278,178,363,231
3474,295_69-framed3528.jpg,1280,720,ball,632,504,676,549
2659,197_1525455238.0167384frame04639.jpg,640,360,ball,203,226,294,318
572,291_3-framed7970.jpg,1280,720,ball,297,553,433,681
2266,IMG_20181003_152438913.jpg,3264,1836,ball,1302,686,1436,809
1828,166_frame3365.jpg,640,360,ball,273,121,292,139
777,292_19-framed2014.jpg,1280,720,ball,770,360,850,444
2096,IMG_20181001_165510462_BURST001.jpg,3264,1836,ball,1270,563,1635,959
1468,260_montreal-game01_af_000297.jpg,800,600,ball,192,257,233,296
2987,12_leipzig_robocup16_000.295.jpg,800,600,ball,338,63,436,166
2938,196_output_00577.jpg,1920,1080,ball,786,215,1029,468
2817,197_1525454957.1826231frame02440.jpg,640,360,ball,151,106,251,154
1423,260_montreal-game01_ai_000241.jpg,800,600,ball,506,313,532,338
1372,260_montreal-game01_ak_000191.jpg,800,600,ball,706,16,725,33
791,292_18-framed7258.jpg,1280,720,ball,1137,381,1202,448
2907,196_output_01063.jpg,1920,1080,ball,826,275,1014,454
4368,156_sequences_jasper_kicking_euro_ball_00950.jpg,800,600,ball,692,105,781,190
1017,291_1-framed5380.jpg,1280,720,ball,130,279,183,346
4002,258_cframe0065.jpg,640,360,ball,253,174,400,325
3704,36_euro_ball_game_1_m_00333.jpg,800,600,ball,464,372,519,427
2117,IMG_20181001_165426147_BURST000_COVER.jpg,1836,3264,ball,434,1049,1239,2032
192,292_27-framed3679.jpg,1280,720,ball,427,512,490,567
1764,168_frame0061.jpg,640,360,ball,345,194,363,213
3025,295_75-framed2006.jpg,1280,720,ball,682,435,708,460
1819,166_frame3760.jpg,640,360,ball,350,169,368,186
2682,197_1525455172.3709087frame04127.jpg,640,360,ball,165,150,362,242
2286,IMG_20181001_164928824_BURST012.jpg,4096,2304,ball,773,0,2643,1231
1400,260_montreal-game01_ak_000008.jpg,800,600,ball,258,323,296,358
2246,IMG_20181003_152509603_BURST015.jpg,3264,1836,ball,975,922,3119,1838
3280,293_35-framed17971-1.jpg,1280,598,ball,869,233,956,319
3241,293_38-framed1653-1.jpg,960,396,ball,430,220,474,255
1610,260_montreal-game01_ab_000116.jpg,800,600,ball,648,235,668,253
1538,260_montreal-game01_ae_000147.jpg,800,600,ball,313,196,332,216
1850,166_frame2922.jpg,640,360,ball,219,192,241,213
4260,36_euro_ball_game_1_c_00164.jpg,800,600,ball,525,305,550,332
2764,31_leipzig_robocup16_009.370.jpg,800,600,ball,312,505,412,600
923,291_10-framed40082.jpg,1280,720,ball,287,89,315,120
251,292_15-framed2719.jpg,1280,720,ball,795,407,872,475
4041,258_aframe0126.jpg,640,360,ball,168,54,352,241
4479,151_21_02_2018__17_23_31_0092_upper.jpg,640,480,ball,629,90,640,100
2640,197_1525455273.6838377frame04940.jpg,640,360,ball,340,176,404,269
1658,262_montreal-game04_ab_000199.jpg,800,600,ball,98,80,128,108
2471,197_1525455813.6598444frame09297.jpg,640,360,ball,365,232,404,266
3791,36_euro_ball_game_1_h_00456.jpg,800,600,ball,637,394,680,436
4024,258_bframe0063.jpg,640,360,ball,261,177,370,289
2093,IMG_20181001_165510462_BURST004.jpg,3264,1836,ball,1324,707,1656,1008
3925,35_euro_ball_01_a_00328.jpg,800,600,ball,362,128,478,243
3869,36_euro_ball_game_1_d_00362.jpg,800,600,ball,342,236,371,265
4418,156_sequences_jasper_kicking_euro_ball_00154.jpg,800,600,ball,369,101,415,149
3316,293_34-framed14327.jpg,1920,1080,ball,1016,584,1104,677
3610,293_32-framed10224.jpg,1280,720,ball,693,159,717,176
3497,295_68-framed550-1.jpg,1280,540,ball,549,294,569,318
605,291_3-framed14655.jpg,1280,720,ball,641,346,720,443
4166,15_leipzig_robocup16_003.539.jpg,800,600,ball,45,229,464,600
2016,IMG_20181003_152945215_BURST003.jpg,3264,1836,ball,2117,815,2599,1324
1597,260_montreal-game01_ab_000156.jpg,800,600,ball,205,289,240,326
4195,15_leipzig_robocup16_003.054.jpg,800,600,ball,100,432,185,515
3112,295_69-framed4100.jpg,1280,720,ball,664,304,705,342
866,292_16-framed150-1.jpg,896,720,ball,128,360,160,394
628,291_12-framed573.jpg,1280,720,ball,439,516,500,582
1257,33_leipzig_robocup16_011.936.jpg,800,600,ball,387,232,441,279
34,294_61-framed1689-1.jpg,1280,612,ball,655,379,708,435
2291,IMG_20181001_164928824_BURST006.jpg,4096,2304,ball,1009,0,3094,1009
2956,196_output_00343.jpg,1920,1080,ball,925,13,1186,273
4025,258_bframe0061.jpg,640,360,ball,273,223,382,337
1356,260_montreal-game01_ak_000348.jpg,800,600,ball,507,118,525,134
2146,IMG_20181001_165310742_BURST003.jpg,3264,1836,ball,1881,638,2766,1549
4322,157_sequences_jasper_euro_ball_1_d_00262.jpg,800,600,ball,368,227,422,280
3958,30_leipzig_robocup16_007.704.jpg,800,600,ball,316,155,405,247
724,292_22-framed3440.jpg,1280,720,ball,596,443,665,525
463,294_54-framed3681-1.jpg,1280,576,ball,340,324,482,452
3906,35_euro_ball_01_f_00478.jpg,800,600,ball,248,165,301,222
3347,293_33-framed4693-1.jpg,1280,634,ball,744,330,784,366
1762,168_frame0073.jpg,640,360,ball,398,166,414,184
1370,260_montreal-game01_ak_000208.jpg,800,600,ball,778,54,797,71
2311,IMG_20181001_164907546.jpg,4096,2304,ball,1863,827,2475,1453
3139,293_44-framed5633.jpg,1280,720,ball,571,399,631,460
2947,196_output_00485.jpg,1920,1080,ball,775,392,1036,648
1793,166_frame4450.jpg,640,360,ball,248,231,274,255
1856,166_frame2758.jpg,640,360,ball,303,129,319,145
408,294_56-framed3856.jpg,1280,720,ball,599,494,661,557
3339,293_33-framed7548-1.jpg,1280,634,ball,772,402,844,473
3328,293_34-framed10890.jpg,1920,1080,ball,1019,333,1059,370
2100,IMG_20181001_165458537_BURST004.jpg,3264,1836,ball,1812,868,2026,1029
228,292_25-framed16329-1.jpg,1280,612,ball,539,374,630,461
3989,258_cframe0326.jpg,640,360,ball,90,108,157,169
2384,7_leipzig_robocup16_000.228.jpg,800,600,ball,385,376,445,436
1652,262_montreal-game04_ab_000296.jpg,800,600,ball,484,324,512,352
704,292_23-framed961-1.jpg,1280,598,ball,575,441,659,527
4163,15_leipzig_robocup16_003.575.jpg,800,600,ball,333,220,392,280
3828,36_euro_ball_game_1_g_00439.jpg,800,600,ball,153,200,197,243
1639,252_11_06_2018__16_14_08_2657_lower.jpg,320,240,ball,212,109,293,185
3284,293_35-framed10680-1.jpg,1280,598,ball,376,357,427,406
4164,15_leipzig_robocup16_003.559.jpg,800,600,ball,348,181,483,315
1533,260_montreal-game01_ae_000187.jpg,800,600,ball,510,315,555,360
4146,160_frame0125.jpg,640,360,ball,212,111,245,145
4315,157_sequences_jasper_euro_ball_1_e_00064.jpg,800,600,ball,46,59,101,112
3063,295_74-framed7036-1.jpg,1280,662,ball,701,506,753,551
2978,12_leipzig_robocup16_euroball536.jpg,800,600,ball,433,266,472,305
3567,295_66-framed149.jpg,1280,720,ball,912,311,940,343
493,291_7-framed1582-1.jpg,960,720,ball,369,320,395,355
554,291_4-framed13859-1.jpg,1280,598,ball,569,325,634,388
1528,260_montreal-game01_ae_000195.jpg,800,600,ball,501,96,520,116
3445,293_32-framed16673.jpg,1280,720,ball,539,283,569,306
911,291_10-framed42503.jpg,1280,720,ball,242,81,275,118
4173,15_leipzig_robocup16_003.417.jpg,800,600,ball,408,261,440,294
4053,36_euro_ball_game_1_n_00944.jpg,800,600,ball,187,180,225,217
